state,county,candidate,party,total_votes,won
Florida,Sumter County,Gloria La Riva,PSL,20,FALSE
Florida,Sumter County,Write-ins,WRI,1,FALSE
Florida,Suwannee County,Donald Trump,REP,16410,TRUE
Florida,Suwannee County,Joe Biden,DEM,4485,FALSE
Florida,Suwannee County,Jo Jorgensen,LIB,119,FALSE
Florida,Suwannee County,Howie Hawkins,GRN,23,FALSE
Florida,Suwannee County,Gloria La Riva,PSL,8,FALSE
Florida,Suwannee County,Don Blankenship,CST,6,FALSE
Florida,Suwannee County,Rocky De La Fuente,ALI,6,FALSE
Florida,Taylor County,Donald Trump,REP,7751,TRUE
Florida,Taylor County,Joe Biden,DEM,2299,FALSE
Florida,Taylor County,Jo Jorgensen,LIB,52,FALSE
Florida,Taylor County,Howie Hawkins,GRN,11,FALSE
Florida,Taylor County,Gloria La Riva,PSL,6,FALSE
Florida,Taylor County,Don Blankenship,CST,3,FALSE
Florida,Taylor County,Rocky De La Fuente,ALI,3,FALSE
Florida,Taylor County,Write-ins,WRI,2,FALSE
Florida,Union County,Donald Trump,REP,5133,TRUE
Florida,Union County,Joe Biden,DEM,1053,FALSE
Florida,Union County,Jo Jorgensen,LIB,42,FALSE
Florida,Union County,Don Blankenship,CST,5,FALSE
Florida,Union County,Howie Hawkins,GRN,5,FALSE
Florida,Union County,Rocky De La Fuente,ALI,4,FALSE
Florida,Union County,Gloria La Riva,PSL,3,FALSE
Florida,Union County,Write-ins,WRI,0,FALSE
Florida,Volusia County,Donald Trump,REP,173821,TRUE
Florida,Volusia County,Joe Biden,DEM,130575,FALSE
Florida,Volusia County,Jo Jorgensen,LIB,2156,FALSE
Florida,Volusia County,Howie Hawkins,GRN,390,FALSE
Florida,Volusia County,Gloria La Riva,PSL,173,FALSE
Florida,Volusia County,Rocky De La Fuente,ALI,160,FALSE
Florida,Volusia County,Don Blankenship,CST,141,FALSE
Florida,Volusia County,Write-ins,WRI,23,FALSE
Florida,Wakulla County,Donald Trump,REP,12874,TRUE
Florida,Wakulla County,Joe Biden,DEM,5351,FALSE
Florida,Wakulla County,Jo Jorgensen,LIB,135,FALSE
Florida,Wakulla County,Howie Hawkins,GRN,18,FALSE
Florida,Wakulla County,Don Blankenship,CST,10,FALSE
Florida,Wakulla County,Rocky De La Fuente,ALI,10,FALSE
Florida,Wakulla County,Gloria La Riva,PSL,6,FALSE
Florida,Walton County,Donald Trump,REP,32947,TRUE
Florida,Walton County,Joe Biden,DEM,10338,FALSE
Florida,Walton County,Jo Jorgensen,LIB,336,FALSE
Florida,Walton County,Howie Hawkins,GRN,43,FALSE
Florida,Walton County,Rocky De La Fuente,ALI,16,FALSE
Florida,Walton County,Gloria La Riva,PSL,15,FALSE
Florida,Walton County,Don Blankenship,CST,13,FALSE
Florida,Walton County,Write-ins,WRI,3,FALSE
Florida,Washington County,Donald Trump,REP,9876,TRUE
Florida,Washington County,Joe Biden,DEM,2347,FALSE
Florida,Washington County,Jo Jorgensen,LIB,69,FALSE
Florida,Washington County,Howie Hawkins,GRN,15,FALSE
Florida,Washington County,Gloria La Riva,PSL,10,FALSE
Florida,Washington County,Don Blankenship,CST,5,FALSE
Florida,Washington County,Rocky De La Fuente,ALI,5,FALSE
Illinois,Adams County,Donald Trump,REP,24220,TRUE
Illinois,Adams County,Joe Biden,DEM,8633,FALSE
Illinois,Adams County,Jo Jorgensen,LIB,483,FALSE
Illinois,Adams County,Howie Hawkins,GRN,102,FALSE
Illinois,Adams County,Brian Carroll,ASP,64,FALSE
Illinois,Adams County,Gloria La Riva,PSL,25,FALSE
Illinois,Adams County,Write-ins,WRI,0,FALSE
Illinois,Alexander County,Donald Trump,REP,1486,TRUE
Illinois,Alexander County,Joe Biden,DEM,1114,FALSE
Illinois,Alexander County,Jo Jorgensen,LIB,7,FALSE
Illinois,Alexander County,Gloria La Riva,PSL,6,FALSE
Illinois,Alexander County,Howie Hawkins,GRN,5,FALSE
Illinois,Alexander County,Brian Carroll,ASP,0,FALSE
Illinois,Alexander County,Write-ins,WRI,0,FALSE
Illinois,Bond County,Donald Trump,REP,5625,TRUE
Illinois,Bond County,Joe Biden,DEM,2288,FALSE
Illinois,Bond County,Jo Jorgensen,LIB,158,FALSE
Illinois,Bond County,Howie Hawkins,GRN,41,FALSE
Illinois,Bond County,Brian Carroll,ASP,22,FALSE
Illinois,Bond County,Gloria La Riva,PSL,10,FALSE
Illinois,Bond County,Write-ins,WRI,0,FALSE
Illinois,Boone County,Donald Trump,REP,13883,TRUE
Illinois,Boone County,Joe Biden,DEM,10542,FALSE
Illinois,Boone County,Jo Jorgensen,LIB,360,FALSE
Illinois,Boone County,Howie Hawkins,GRN,146,FALSE
Illinois,Boone County,Brian Carroll,ASP,26,FALSE
Illinois,Boone County,Gloria La Riva,PSL,22,FALSE
Illinois,Boone County,Write-ins,WRI,0,FALSE
Illinois,Brown County,Donald Trump,REP,1931,TRUE
Illinois,Brown County,Joe Biden,DEM,486,FALSE
Illinois,Brown County,Jo Jorgensen,LIB,47,FALSE
Illinois,Brown County,Brian Carroll,ASP,39,FALSE
Illinois,Brown County,Howie Hawkins,GRN,10,FALSE
Illinois,Brown County,Gloria La Riva,PSL,8,FALSE
Illinois,Brown County,Write-ins,WRI,4,FALSE
Illinois,Bureau County,Donald Trump,REP,10411,TRUE
Illinois,Bureau County,Joe Biden,DEM,6669,FALSE
Illinois,Bureau County,Jo Jorgensen,LIB,209,FALSE
Illinois,Bureau County,Howie Hawkins,GRN,95,FALSE
Illinois,Bureau County,Brian Carroll,ASP,37,FALSE
Illinois,Bureau County,Gloria La Riva,PSL,13,FALSE
Illinois,Bureau County,Write-ins,WRI,0,FALSE
Illinois,Calhoun County,Donald Trump,REP,2046,TRUE
Illinois,Calhoun County,Joe Biden,DEM,677,FALSE
Illinois,Calhoun County,Jo Jorgensen,LIB,36,FALSE
Illinois,Calhoun County,Howie Hawkins,GRN,8,FALSE
Illinois,Calhoun County,Brian Carroll,ASP,4,FALSE
Illinois,Calhoun County,Gloria La Riva,PSL,1,FALSE
Illinois,Calhoun County,Write-ins,WRI,1,FALSE
Illinois,Carroll County,Donald Trump,REP,5105,TRUE
Illinois,Carroll County,Joe Biden,DEM,2748,FALSE
Illinois,Carroll County,Jo Jorgensen,LIB,111,FALSE
Illinois,Carroll County,Howie Hawkins,GRN,39,FALSE
Illinois,Carroll County,Brian Carroll,ASP,11,FALSE
Illinois,Carroll County,Gloria La Riva,PSL,10,FALSE
Illinois,Carroll County,Write-ins,WRI,0,FALSE
Illinois,Cass County,Donald Trump,REP,3625,TRUE
Illinois,Cass County,Joe Biden,DEM,1615,FALSE
Illinois,Cass County,Jo Jorgensen,LIB,50,FALSE
Illinois,Cass County,Howie Hawkins,GRN,17,FALSE
Illinois,Cass County,Write-ins,WRI,9,FALSE
Illinois,Cass County,Brian Carroll,ASP,6,FALSE
Illinois,Cass County,Gloria La Riva,PSL,4,FALSE
Illinois,Champaign County,Joe Biden,DEM,57067,TRUE
Illinois,Champaign County,Donald Trump,REP,35285,FALSE
Illinois,Champaign County,Jo Jorgensen,LIB,1507,FALSE
Illinois,Champaign County,Howie Hawkins,GRN,671,FALSE
Illinois,Champaign County,Write-ins,WRI,516,FALSE
Illinois,Champaign County,Brian Carroll,ASP,288,FALSE
Illinois,Champaign County,Gloria La Riva,PSL,234,FALSE
Illinois,Christian County,Donald Trump,REP,11563,TRUE
Illinois,Christian County,Joe Biden,DEM,4335,FALSE
Illinois,Christian County,Jo Jorgensen,LIB,210,FALSE
Illinois,Christian County,Howie Hawkins,GRN,65,FALSE
Illinois,Christian County,Brian Carroll,ASP,23,FALSE
Illinois,Christian County,Gloria La Riva,PSL,8,FALSE
Illinois,Christian County,Write-ins,WRI,0,FALSE
Illinois,Clark County,Donald Trump,REP,6226,TRUE
Illinois,Clark County,Joe Biden,DEM,1993,FALSE
Illinois,Clark County,Jo Jorgensen,LIB,95,FALSE
Illinois,Clark County,Howie Hawkins,GRN,27,FALSE
Illinois,Clark County,Brian Carroll,ASP,9,FALSE
Illinois,Clark County,Gloria La Riva,PSL,5,FALSE
Illinois,Clark County,Write-ins,WRI,0,FALSE
Illinois,Clay County,Donald Trump,REP,5629,TRUE
Illinois,Clay County,Joe Biden,DEM,1129,FALSE
Illinois,Clay County,Jo Jorgensen,LIB,88,FALSE
Illinois,Clay County,Howie Hawkins,GRN,26,FALSE
Illinois,Clay County,Write-ins,WRI,13,FALSE
Illinois,Clay County,Brian Carroll,ASP,10,FALSE
Illinois,Clay County,Gloria La Riva,PSL,4,FALSE
Illinois,Clinton County,Donald Trump,REP,14304,TRUE
Illinois,Clinton County,Joe Biden,DEM,4493,FALSE
Illinois,Clinton County,Jo Jorgensen,LIB,258,FALSE
Illinois,Clinton County,Howie Hawkins,GRN,77,FALSE
Illinois,Clinton County,Write-ins,WRI,44,FALSE
Illinois,Clinton County,Brian Carroll,ASP,23,FALSE
Illinois,Clinton County,Gloria La Riva,PSL,15,FALSE
Illinois,Coles County,Donald Trump,REP,14037,TRUE
Illinois,Coles County,Joe Biden,DEM,8067,FALSE
Illinois,Coles County,Jo Jorgensen,LIB,306,FALSE
Illinois,Coles County,Howie Hawkins,GRN,132,FALSE
Illinois,Coles County,Brian Carroll,ASP,35,FALSE
Illinois,Coles County,Gloria La Riva,PSL,29,FALSE
Illinois,Coles County,Write-ins,WRI,0,FALSE
Illinois,Cook County,Joe Biden,DEM,1725973,TRUE
Illinois,Cook County,Donald Trump,REP,558269,FALSE
Illinois,Cook County,Jo Jorgensen,LIB,17657,FALSE
Illinois,Cook County,Howie Hawkins,GRN,12279,FALSE
Illinois,Cook County,Gloria La Riva,PSL,4136,FALSE
Illinois,Cook County,Brian Carroll,ASP,3085,FALSE
Illinois,Cook County,Write-ins,WRI,0,FALSE
Illinois,Crawford County,Donald Trump,REP,7043,TRUE
Illinois,Crawford County,Joe Biden,DEM,2202,FALSE
Illinois,Crawford County,Jo Jorgensen,LIB,119,FALSE
Illinois,Crawford County,Howie Hawkins,GRN,43,FALSE
Illinois,Crawford County,Write-ins,WRI,16,FALSE
Illinois,Crawford County,Gloria La Riva,PSL,10,FALSE
Illinois,Crawford County,Brian Carroll,ASP,8,FALSE
Illinois,Cumberland County,Donald Trump,REP,4601,TRUE
Illinois,Cumberland County,Joe Biden,DEM,1142,FALSE
Illinois,Cumberland County,Jo Jorgensen,LIB,63,FALSE
Illinois,Cumberland County,Howie Hawkins,GRN,21,FALSE
Illinois,Cumberland County,Write-ins,WRI,19,FALSE
Illinois,Cumberland County,Brian Carroll,ASP,3,FALSE
Illinois,Cumberland County,Gloria La Riva,PSL,1,FALSE
Illinois,DeKalb County,Joe Biden,DEM,24643,TRUE
Illinois,DeKalb County,Donald Trump,REP,21905,FALSE
Illinois,DeKalb County,Jo Jorgensen,LIB,783,FALSE
Illinois,DeKalb County,Howie Hawkins,GRN,331,FALSE
Illinois,DeKalb County,Write-ins,WRI,170,FALSE
Illinois,DeKalb County,Brian Carroll,ASP,103,FALSE
Illinois,DeKalb County,Gloria La Riva,PSL,54,FALSE
Illinois,De Witt County,Donald Trump,REP,5632,TRUE
Illinois,De Witt County,Joe Biden,DEM,2191,FALSE
Illinois,De Witt County,Jo Jorgensen,LIB,139,FALSE
Illinois,De Witt County,Howie Hawkins,GRN,47,FALSE
Illinois,De Witt County,Brian Carroll,ASP,12,FALSE
Illinois,De Witt County,Gloria La Riva,PSL,3,FALSE
Illinois,De Witt County,Write-ins,WRI,0,FALSE
Illinois,Douglas County,Donald Trump,REP,6227,TRUE
Illinois,Douglas County,Joe Biden,DEM,2335,FALSE
Illinois,Douglas County,Jo Jorgensen,LIB,119,FALSE
Illinois,Douglas County,Howie Hawkins,GRN,43,FALSE
Illinois,Douglas County,Write-ins,WRI,22,FALSE
Illinois,Douglas County,Brian Carroll,ASP,10,FALSE
Illinois,Douglas County,Gloria La Riva,PSL,4,FALSE
Illinois,DuPage County,Joe Biden,DEM,281222,TRUE
Illinois,DuPage County,Donald Trump,REP,193611,FALSE
Illinois,DuPage County,Jo Jorgensen,LIB,6249,FALSE
Illinois,DuPage County,Howie Hawkins,GRN,2490,FALSE
Illinois,DuPage County,Brian Carroll,ASP,1115,FALSE
Illinois,DuPage County,Gloria La Riva,PSL,377,FALSE
Illinois,DuPage County,Write-ins,WRI,0,FALSE
Illinois,Edgar County,Donald Trump,REP,6193,TRUE
Illinois,Edgar County,Joe Biden,DEM,1887,FALSE
Illinois,Edgar County,Jo Jorgensen,LIB,75,FALSE
Illinois,Edgar County,Howie Hawkins,GRN,28,FALSE
Illinois,Edgar County,Brian Carroll,ASP,8,FALSE
Illinois,Edgar County,Gloria La Riva,PSL,5,FALSE
Illinois,Edgar County,Write-ins,WRI,0,FALSE
Illinois,Edwards County,Donald Trump,REP,2833,TRUE
Illinois,Edwards County,Joe Biden,DEM,488,FALSE
Illinois,Edwards County,Jo Jorgensen,LIB,31,FALSE
Illinois,Edwards County,Howie Hawkins,GRN,9,FALSE
Illinois,Edwards County,Gloria La Riva,PSL,3,FALSE
Illinois,Edwards County,Brian Carroll,ASP,2,FALSE
Illinois,Edwards County,Write-ins,WRI,2,FALSE
Illinois,Effingham County,Donald Trump,REP,15006,TRUE
Illinois,Effingham County,Joe Biden,DEM,3716,FALSE
Illinois,Effingham County,Jo Jorgensen,LIB,232,FALSE
Illinois,Effingham County,Howie Hawkins,GRN,59,FALSE
Illinois,Effingham County,Write-ins,WRI,34,FALSE
Illinois,Effingham County,Brian Carroll,ASP,27,FALSE
Illinois,Effingham County,Gloria La Riva,PSL,9,FALSE
Illinois,Fayette County,Donald Trump,REP,8055,TRUE
Illinois,Fayette County,Joe Biden,DEM,1826,FALSE
Illinois,Fayette County,Jo Jorgensen,LIB,113,FALSE
Illinois,Fayette County,Howie Hawkins,GRN,36,FALSE
Illinois,Fayette County,Write-ins,WRI,23,FALSE
Illinois,Fayette County,Brian Carroll,ASP,16,FALSE
Illinois,Fayette County,Gloria La Riva,PSL,7,FALSE
Illinois,Ford County,Donald Trump,REP,5048,TRUE
Illinois,Ford County,Joe Biden,DEM,1754,FALSE
Illinois,Ford County,Jo Jorgensen,LIB,100,FALSE
Illinois,Ford County,Howie Hawkins,GRN,39,FALSE
Illinois,Ford County,Write-ins,WRI,14,FALSE
Illinois,Ford County,Brian Carroll,ASP,10,FALSE
Illinois,Ford County,Gloria La Riva,PSL,2,FALSE
Illinois,Franklin County,Donald Trump,REP,13622,TRUE
Illinois,Franklin County,Joe Biden,DEM,4760,FALSE
Illinois,Franklin County,Jo Jorgensen,LIB,141,FALSE
Illinois,Franklin County,Howie Hawkins,GRN,82,FALSE
Illinois,Franklin County,Write-ins,WRI,43,FALSE
Illinois,Franklin County,Brian Carroll,ASP,12,FALSE
Illinois,Franklin County,Gloria La Riva,PSL,9,FALSE
Illinois,Fulton County,Donald Trump,REP,9867,TRUE
Illinois,Fulton County,Joe Biden,DEM,6503,FALSE
Illinois,Fulton County,Jo Jorgensen,LIB,179,FALSE
Illinois,Fulton County,Howie Hawkins,GRN,92,FALSE
Illinois,Fulton County,Write-ins,WRI,46,FALSE
Illinois,Fulton County,Brian Carroll,ASP,22,FALSE
Illinois,Fulton County,Gloria La Riva,PSL,15,FALSE
Illinois,Gallatin County,Donald Trump,REP,2019,TRUE
Illinois,Gallatin County,Joe Biden,DEM,622,FALSE
Illinois,Gallatin County,Jo Jorgensen,LIB,18,FALSE
Illinois,Gallatin County,Howie Hawkins,GRN,10,FALSE
Illinois,Gallatin County,Gloria La Riva,PSL,3,FALSE
Illinois,Gallatin County,Brian Carroll,ASP,2,FALSE
Illinois,Gallatin County,Write-ins,WRI,1,FALSE
Illinois,Greene County,Donald Trump,REP,4770,TRUE
Illinois,Greene County,Joe Biden,DEM,1349,FALSE
Illinois,Greene County,Jo Jorgensen,LIB,70,FALSE
Illinois,Greene County,Howie Hawkins,GRN,21,FALSE
Illinois,Greene County,Brian Carroll,ASP,11,FALSE
Illinois,Greene County,Gloria La Riva,PSL,6,FALSE
Illinois,Greene County,Write-ins,WRI,0,FALSE
Illinois,Grundy County,Donald Trump,REP,16523,TRUE
Illinois,Grundy County,Joe Biden,DEM,9626,FALSE
Illinois,Grundy County,Jo Jorgensen,LIB,356,FALSE
Illinois,Grundy County,Howie Hawkins,GRN,125,FALSE
Illinois,Grundy County,Write-ins,WRI,63,FALSE
Illinois,Grundy County,Brian Carroll,ASP,34,FALSE
Illinois,Grundy County,Gloria La Riva,PSL,26,FALSE
Illinois,Hamilton County,Donald Trump,REP,3432,TRUE
Illinois,Hamilton County,Joe Biden,DEM,824,FALSE
Illinois,Hamilton County,Jo Jorgensen,LIB,41,FALSE
Illinois,Hamilton County,Howie Hawkins,GRN,11,FALSE
Illinois,Hamilton County,Write-ins,WRI,8,FALSE
Illinois,Hamilton County,Gloria La Riva,PSL,4,FALSE
Illinois,Hamilton County,Brian Carroll,ASP,3,FALSE
Illinois,Hancock County,Donald Trump,REP,6906,TRUE
Illinois,Hancock County,Joe Biden,DEM,2315,FALSE
Illinois,Hancock County,Jo Jorgensen,LIB,114,FALSE
Illinois,Hancock County,Howie Hawkins,GRN,35,FALSE
Illinois,Hancock County,Gloria La Riva,PSL,8,FALSE
Illinois,Hancock County,Brian Carroll,ASP,5,FALSE
Illinois,Hancock County,Write-ins,WRI,0,FALSE
Illinois,Hardin County,Donald Trump,REP,1691,TRUE
Illinois,Hardin County,Joe Biden,DEM,449,FALSE
Illinois,Hardin County,Jo Jorgensen,LIB,14,FALSE
Illinois,Hardin County,Howie Hawkins,GRN,7,FALSE
Illinois,Hardin County,Gloria La Riva,PSL,1,FALSE
Illinois,Hardin County,Brian Carroll,ASP,0,FALSE
Illinois,Hardin County,Write-ins,WRI,0,FALSE
Illinois,Henderson County,Donald Trump,REP,2394,TRUE
Illinois,Henderson County,Joe Biden,DEM,1187,FALSE
Illinois,Henderson County,Jo Jorgensen,LIB,49,FALSE
Illinois,Henderson County,Howie Hawkins,GRN,11,FALSE
Illinois,Henderson County,Write-ins,WRI,9,FALSE
Illinois,Henderson County,Brian Carroll,ASP,4,FALSE
Illinois,Henderson County,Gloria La Riva,PSL,2,FALSE
Illinois,Henry County,Donald Trump,REP,15300,TRUE
Illinois,Henry County,Joe Biden,DEM,9797,FALSE
Illinois,Henry County,Jo Jorgensen,LIB,369,FALSE
Illinois,Henry County,Howie Hawkins,GRN,109,FALSE
Illinois,Henry County,Write-ins,WRI,65,FALSE
Illinois,Henry County,Brian Carroll,ASP,43,FALSE
Illinois,Henry County,Gloria La Riva,PSL,17,FALSE
Illinois,Iroquois County,Donald Trump,REP,10877,TRUE
Illinois,Iroquois County,Joe Biden,DEM,2908,FALSE
Illinois,Iroquois County,Jo Jorgensen,LIB,147,FALSE
Illinois,Iroquois County,Howie Hawkins,GRN,64,FALSE
Illinois,Iroquois County,Brian Carroll,ASP,24,FALSE
Illinois,Iroquois County,Write-ins,WRI,20,FALSE
Illinois,Iroquois County,Gloria La Riva,PSL,4,FALSE
Illinois,Jackson County,Joe Biden,DEM,11181,TRUE
Illinois,Jackson County,Donald Trump,REP,10890,FALSE
Illinois,Jackson County,Jo Jorgensen,LIB,311,FALSE
Illinois,Jackson County,Howie Hawkins,GRN,194,FALSE
Illinois,Jackson County,Write-ins,WRI,73,FALSE
Illinois,Jackson County,Brian Carroll,ASP,34,FALSE
Illinois,Jackson County,Gloria La Riva,PSL,33,FALSE
Illinois,Jasper County,Donald Trump,REP,4494,TRUE
Illinois,Jasper County,Joe Biden,DEM,1007,FALSE
Illinois,Jasper County,Jo Jorgensen,LIB,53,FALSE
Illinois,Jasper County,Howie Hawkins,GRN,17,FALSE
Illinois,Jasper County,Write-ins,WRI,10,FALSE
Illinois,Jasper County,Brian Carroll,ASP,4,FALSE
Illinois,Jasper County,Gloria La Riva,PSL,1,FALSE
Illinois,Jefferson County,Donald Trump,REP,12476,TRUE
Illinois,Jefferson County,Joe Biden,DEM,4608,FALSE
Illinois,Jefferson County,Jo Jorgensen,LIB,214,FALSE
Illinois,Jefferson County,Howie Hawkins,GRN,77,FALSE
Illinois,Jefferson County,Write-ins,WRI,32,FALSE
Illinois,Jefferson County,Brian Carroll,ASP,16,FALSE
Illinois,Jefferson County,Gloria La Riva,PSL,13,FALSE
Illinois,Jersey County,Donald Trump,REP,8712,TRUE
Illinois,Jersey County,Joe Biden,DEM,2961,FALSE
Illinois,Jersey County,Jo Jorgensen,LIB,202,FALSE
Illinois,Jersey County,Howie Hawkins,GRN,45,FALSE
Illinois,Jersey County,Write-ins,WRI,23,FALSE
Illinois,Jersey County,Brian Carroll,ASP,10,FALSE
Illinois,Jersey County,Gloria La Riva,PSL,7,FALSE
Illinois,Jo Daviess County,Donald Trump,REP,7166,TRUE
Illinois,Jo Daviess County,Joe Biden,DEM,5109,FALSE
Illinois,Jo Daviess County,Jo Jorgensen,LIB,125,FALSE
Illinois,Jo Daviess County,Howie Hawkins,GRN,61,FALSE
Illinois,Jo Daviess County,Gloria La Riva,PSL,18,FALSE
Illinois,Jo Daviess County,Brian Carroll,ASP,16,FALSE
Illinois,Jo Daviess County,Write-ins,WRI,0,FALSE
Illinois,Johnson County,Donald Trump,REP,5059,TRUE
Illinois,Johnson County,Joe Biden,DEM,1281,FALSE
Illinois,Johnson County,Jo Jorgensen,LIB,53,FALSE
Illinois,Johnson County,Howie Hawkins,GRN,37,FALSE
Illinois,Johnson County,Write-ins,WRI,13,FALSE
Illinois,Johnson County,Gloria La Riva,PSL,4,FALSE
Illinois,Johnson County,Brian Carroll,ASP,3,FALSE
Illinois,Kane County,Joe Biden,DEM,130166,TRUE
Illinois,Kane County,Donald Trump,REP,96775,FALSE
Illinois,Kane County,Jo Jorgensen,LIB,2878,FALSE
Illinois,Kane County,Howie Hawkins,GRN,1201,FALSE
Illinois,Kane County,Brian Carroll,ASP,543,FALSE
Illinois,Kane County,Gloria La Riva,PSL,300,FALSE
Illinois,Kane County,Write-ins,WRI,13,FALSE
Illinois,Kankakee County,Donald Trump,REP,28532,TRUE
Illinois,Kankakee County,Joe Biden,DEM,20271,FALSE
Illinois,Kankakee County,Jo Jorgensen,LIB,804,FALSE
Illinois,Kankakee County,Howie Hawkins,GRN,191,FALSE
Illinois,Kankakee County,Write-ins,WRI,137,FALSE
Illinois,Kankakee County,Brian Carroll,ASP,60,FALSE
Illinois,Kankakee County,Gloria La Riva,PSL,44,FALSE
Illinois,Kendall County,Joe Biden,DEM,33168,TRUE
Illinois,Kendall County,Donald Trump,REP,29492,FALSE
Illinois,Kendall County,Jo Jorgensen,LIB,810,FALSE
Illinois,Kendall County,Howie Hawkins,GRN,334,FALSE
Illinois,Kendall County,Write-ins,WRI,234,FALSE
Illinois,Kendall County,Brian Carroll,ASP,102,FALSE
Illinois,Kendall County,Gloria La Riva,PSL,65,FALSE
Illinois,Knox County,Donald Trump,REP,12009,TRUE
Illinois,Knox County,Joe Biden,DEM,10703,FALSE
Illinois,Knox County,Jo Jorgensen,LIB,258,FALSE
Illinois,Knox County,Howie Hawkins,GRN,115,FALSE
Illinois,Knox County,Write-ins,WRI,62,FALSE
Illinois,Knox County,Gloria La Riva,PSL,36,FALSE
Illinois,Knox County,Brian Carroll,ASP,22,FALSE
Illinois,Lake County,Joe Biden,DEM,204032,TRUE
Illinois,Lake County,Donald Trump,REP,123594,FALSE
Illinois,Lake County,Jo Jorgensen,LIB,4160,FALSE
Illinois,Lake County,Howie Hawkins,GRN,1441,FALSE
Illinois,Lake County,Brian Carroll,ASP,553,FALSE
Illinois,Lake County,Gloria La Riva,PSL,376,FALSE
Illinois,Lake County,Write-ins,WRI,0,FALSE
Illinois,LaSalle County,Donald Trump,REP,30113,TRUE
Illinois,LaSalle County,Joe Biden,DEM,22442,FALSE
Illinois,LaSalle County,Jo Jorgensen,LIB,675,FALSE
Illinois,LaSalle County,Howie Hawkins,GRN,255,FALSE
Illinois,LaSalle County,Write-ins,WRI,93,FALSE
Illinois,LaSalle County,Gloria La Riva,PSL,54,FALSE
Illinois,LaSalle County,Brian Carroll,ASP,51,FALSE
Illinois,Lawrence County,Donald Trump,REP,4886,TRUE
Illinois,Lawrence County,Joe Biden,DEM,1419,FALSE
Illinois,Lawrence County,Jo Jorgensen,LIB,82,FALSE
Illinois,Lawrence County,Howie Hawkins,GRN,19,FALSE
Illinois,Lawrence County,Write-ins,WRI,11,FALSE
Illinois,Lawrence County,Gloria La Riva,PSL,3,FALSE
Illinois,Lawrence County,Brian Carroll,ASP,2,FALSE
Illinois,Lee County,Donald Trump,REP,9630,TRUE
Illinois,Lee County,Joe Biden,DEM,6407,FALSE
Illinois,Lee County,Jo Jorgensen,LIB,229,FALSE
Illinois,Lee County,Howie Hawkins,GRN,97,FALSE
Illinois,Lee County,Write-ins,WRI,43,FALSE
Illinois,Lee County,Brian Carroll,ASP,22,FALSE
Illinois,Lee County,Gloria La Riva,PSL,12,FALSE
Illinois,Livingston County,Donald Trump,REP,12208,TRUE
Illinois,Livingston County,Joe Biden,DEM,4615,FALSE
Illinois,Livingston County,Jo Jorgensen,LIB,244,FALSE
Illinois,Livingston County,Howie Hawkins,GRN,73,FALSE
Illinois,Livingston County,Brian Carroll,ASP,22,FALSE
Illinois,Livingston County,Gloria La Riva,PSL,12,FALSE
Illinois,Livingston County,Write-ins,WRI,0,FALSE
Illinois,Logan County,Donald Trump,REP,9136,TRUE
Illinois,Logan County,Joe Biden,DEM,3840,FALSE
Illinois,Logan County,Jo Jorgensen,LIB,211,FALSE
Illinois,Logan County,Howie Hawkins,GRN,66,FALSE
Illinois,Logan County,Brian Carroll,ASP,27,FALSE
Illinois,Logan County,Gloria La Riva,PSL,14,FALSE
Illinois,Logan County,Write-ins,WRI,0,FALSE
Illinois,McDonough County,Donald Trump,REP,7027,TRUE
Illinois,McDonough County,Joe Biden,DEM,4992,FALSE
Illinois,McDonough County,Jo Jorgensen,LIB,173,FALSE
Illinois,McDonough County,Howie Hawkins,GRN,54,FALSE
Illinois,McDonough County,Gloria La Riva,PSL,20,FALSE
Illinois,McDonough County,Brian Carroll,ASP,19,FALSE
Illinois,McDonough County,Write-ins,WRI,0,FALSE
Illinois,McHenry County,Donald Trump,REP,82260,TRUE
Illinois,McHenry County,Joe Biden,DEM,78154,FALSE
Illinois,McHenry County,Jo Jorgensen,LIB,2176,FALSE
Illinois,McHenry County,Howie Hawkins,GRN,781,FALSE
Illinois,McHenry County,Write-ins,WRI,704,FALSE
Illinois,McHenry County,Brian Carroll,ASP,298,FALSE
Illinois,McHenry County,Gloria La Riva,PSL,205,FALSE
Illinois,McLean County,Joe Biden,DEM,43933,TRUE
Illinois,McLean County,Donald Trump,REP,40502,FALSE
Illinois,McLean County,Jo Jorgensen,LIB,1624,FALSE
Illinois,McLean County,Howie Hawkins,GRN,502,FALSE
Illinois,McLean County,Write-ins,WRI,389,FALSE
Illinois,McLean County,Brian Carroll,ASP,283,FALSE
Illinois,McLean County,Gloria La Riva,PSL,156,FALSE
Illinois,Macon County,Donald Trump,REP,28589,TRUE
Illinois,Macon County,Joe Biden,DEM,19847,FALSE
Illinois,Macon County,Jo Jorgensen,LIB,597,FALSE
Illinois,Macon County,Howie Hawkins,GRN,211,FALSE
Illinois,Macon County,Brian Carroll,ASP,84,FALSE
Illinois,Macon County,Gloria La Riva,PSL,59,FALSE
Illinois,Macon County,Write-ins,WRI,0,FALSE
Illinois,Macoupin County,Donald Trump,REP,16153,TRUE
Illinois,Macoupin County,Joe Biden,DEM,7365,FALSE
Illinois,Macoupin County,Jo Jorgensen,LIB,350,FALSE
Illinois,Macoupin County,Howie Hawkins,GRN,110,FALSE
Illinois,Macoupin County,Write-ins,WRI,48,FALSE
